string_value,Category
the issue still isn't resolved yet. Papers are still jammed.,no_resolution
"Although everyone was professional and courteous, my issue is not resolved. I was told to order a new badge. However, my badge is working just fine at all other card readers except the pharmacy door reader. I did order the new badge. However, I don't feel the problem was properly addressed",no_resolution
My problem was not solved!,no_resolution
"It is not yet resolved, but the person who assisted me was very nice and professional.",no_resolution
Were not able to resolve.,no_resolution
My ticket is close and resolved but did not hear from no one on what is going to be done. All information I gave on the report nothing fixed.,no_resolution
"my ticket was marked resolved, but I wasn't provided assistance. Confused.",no_resolution
"The person was kind that helped me over messager. However, what I requested was never done and the ticket was marked complete. I still do not have access to share 15 in my drives.",no_resolution
I have asked to reset my password on mainframe it did work however I got kicked out again after logging back on,no_resolution
still waiting to be fixed. not completed yet,no_resolution
It hasn't been resolved. it's still doing that same thing. I can't print the TORT. when I press print the print options disappear.,no_resolution
the incident was 'resolved' though nothing was done.,no_resolution
"The problem recurred, however the service provider offered follow up when recurrence took place and went out of her way to solve the problem, THANK you.  Connectivity on app continues to drop FYI.  HCA most reliable",no_resolution
"still waiting for final conclusion,",no_resolution
My issue was not resolved at all. I sent an email informing them I was not at the location at that moment and they closed my ticket without any further questions about issue.,no_resolution
"Problem is not resolved !!!
Ticket is closed
My experience is not even satisfactory- after spending more than an hour- its still not printing.
And now i get an email saying -its resolved",no_resolution
"Issue was looked into but the problem was never solved, still need prescriptive authority",no_resolution
This was not resolved as I transferred clinics and have a  new desk and phone. I don't need help with the old phone/desk that I was at only need help with the new desk voicemail.  So NOTHING was resolved. And have to find time to call back again,no_resolution
"Please reopen this ticket from a new service person.  Problem still exists...   URGENT    Note listed as  reboot.,..  Please call me  310 819 5594 John Scadden",no_resolution
my issue was not resolved. Thank you,no_resolution
"I was not present when technician provided service. Technician provided timely service, but the Issue is not resolved.",no_resolution
